feature_id,feature_direction,feature_decoder_before_ratio,feature_exclusivity,feature_mean_shift,rank,dataset_index,label,class_name,z_before,z_after,abs_shift,feature_sample_score,crossleak_score,crosscoder_score
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,1,520,5,dog,0.12699267268180847,1.9155083894729614,1.7885156869888306,0.1518189013004303,2.3153347969055176,2.294900894165039
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,2,921,9,truck,0.21200457215309143,1.8024755716323853,1.5904710292816162,0.1350077986717224,1.6989774703979492,1.5417712926864624
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,3,349,9,truck,0.1995820701122284,1.7644035816192627,1.564821481704712,0.13283053040504456,2.8088998794555664,2.5918874740600586
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,4,275,5,dog,0.01444031298160553,1.564947485923767,1.5505071878433228,0.13161544501781464,1.5282056331634521,1.477271556854248
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,5,59,6,frog,0.672929048538208,2.200838088989258,1.5279090404510498,0.12969720363616943,2.8762190341949463,2.89422345161438
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,6,651,9,truck,0.13429614901542664,1.57587730884552,1.441581130027771,0.12236921489238739,0.92948317527771,0.8425851464271545
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,7,388,2,bird,0.0,1.4414113759994507,1.4414113759994507,0.12235480546951294,0.8389928340911865,0.8438608050346375
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,8,689,0,airplane,0.3594944477081299,1.7991011142730713,1.4396066665649414,0.12220161408185959,2.344372272491455,2.2907497882843018
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,9,252,9,truck,0.0,1.4374929666519165,1.4374929666519165,0.12202218919992447,1.7396684885025024,1.6670503616333008
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,10,727,3,cat,0.27956098318099976,1.7056306600570679,1.426069736480713,0.12105252593755722,1.6640183925628662,1.678566813468933
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,11,281,0,airplane,0.5597676634788513,1.9815621376037598,1.4217944145202637,0.12068961560726166,1.465870976448059,1.4181054830551147
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,12,780,9,truck,0.6295051574707031,2.0470616817474365,1.4175565242767334,0.12032987922430038,0.9218464493751526,0.7780935168266296
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,13,412,3,cat,0.5363045930862427,1.9486037492752075,1.4122991561889648,0.11988360434770584,1.301259160041809,1.3183727264404297
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,14,131,1,automobile,0.35017386078834534,1.7591208219528198,1.4089469909667969,0.11959905177354813,1.4895035028457642,1.2728981971740723
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,15,415,9,truck,0.3220222294330597,1.719443917274475,1.3974217176437378,0.11862072348594666,0.5186359286308289,0.3873548209667206
240,after_exclusive_compensation,0.4575572907924652,0.08488541841506958,0.697090208530426,16,607,3,cat,0.0,1.395793080329895,1.395793080329895,0.11848247796297073,1.2009031772613525,1.1775671243667603
