feature_id,feature_direction,feature_decoder_before_ratio,feature_exclusivity,feature_mean_shift,rank,dataset_index,label,class_name,z_before,z_after,abs_shift,feature_sample_score,crossleak_score,crosscoder_score
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,1,170,9,truck,0.19987589120864868,1.261859655380249,1.0619838237762451,0.08589620888233185,1.5968599319458008,1.3699581623077393
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,2,589,9,truck,0.5625303983688354,1.5746965408325195,1.012166142463684,0.08186681568622589,0.9005730152130127,0.7568117380142212
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,3,222,9,truck,0.7987620830535889,1.783861517906189,0.9850994348526001,0.07967758923768997,1.4262086153030396,1.2643574476242065
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,4,11,9,truck,1.114040493965149,2.096954107284546,0.982913613319397,0.07950079441070557,1.4792336225509644,1.2729709148406982
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,5,47,9,truck,1.0549380779266357,2.036665439605713,0.9817273616790771,0.07940484583377838,2.4144914150238037,2.291271924972534
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,6,252,9,truck,0.6902649402618408,1.633337140083313,0.9430721998214722,0.07627830654382706,1.3003393411636353,1.2328276634216309
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,7,487,9,truck,0.42857563495635986,1.3520762920379639,0.923500657081604,0.07469530403614044,0.7637253999710083,0.6429125070571899
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,8,921,9,truck,1.7670984268188477,2.661757707595825,0.8946592807769775,0.07236253470182419,0.7338584065437317,0.5385285019874573
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,9,175,9,truck,1.636295199394226,2.525397539138794,0.8891023397445679,0.07191307842731476,1.3145028352737427,1.1425578594207764
229,after_exclusive_compensation,0.4595586061477661,0.08088278770446777,0.2970521152019501,10,968,1,automobile,0.8316878080368042,1.7101868391036987,0.8784990310668945,0.07105544954538345,3.5584373474121094,3.322876453399658
